lid,rid
823803,1042017
697524,1212869
636210,1138578
156815,503818
615081,1139225
762863,1171081
270417,585490
604231,847480
258702,1119420
248039,896734
25484,295577
287113,524909
887794,999967
1139253,1165529
187312,1016457
260870,930613
391549,729566
315302,1124308
17565,606987
246994,317033
900924,1211205
199439,698417
67939,1191260
375154,1198989
569051,1151600
44094,618892
634742,711334
922697,951273
175347,987199
140953,1211907
242487,747385
204551,463974
534535,731614
115047,436456
390640,1095265
294034,673033
226239,650597
1124308,1197095
1020814,1151365
94976,372685
536239,817494
463974,906707
343361,643409
298479,741056
189098,1192112
278021,839821
301133,568731
704138,1024901
770818,789044
108803,398423
886031,1064114
763737,873364
332868,532569
26932,528341
492156,493007
214408,1130206
999555,1142870
397062,1204041
810494,825989
605098,807548
657494,911022
554472,608748
77609,1109390
282649,1199122
5217,818587
172171,253768
1157262,1187899
166006,447681
315615,330438
268088,640500
567963,762618
580660,1175829
636559,789469
598072,813048
846642,869077
297167,606842
491207,512964
262181,434960
337232,791450
207000,869077
427882,984141
443927,486985
115138,1123210
822389,1007202
137507,246181
182678,341228
984141,1151303
659159,829215
373218,568838
178489,1143839
292244,594413
286144,339274
779106,838957
445660,852938
62729,287625
412911,591235
406352,585490
20530,750502
583150,920038
376949,816688
627693,1107353
276761,1176511
393759,475157
260242,958184
210968,763737
721582,755833
343864,1153515
200198,277660
296347,617386
140611,735519
169389,301128
451182,711334
888535,1046558
375135,800761
186285,784585
869077,1018477
660600,1138716
134825,753082
438461,529166
493007,750502
605098,1018477
1153515,1165529
210139,549006
448786,870489
421591,422825
350554,646099
152026,432899
331140,756951
274740,715348
741056,949600
105216,585632
70454,295011
93306,1141752
861021,893718
95281,861060
19650,297390
201659,764755
344579,507786
594441,937219
502081,592973
197961,312527
246499,495040
276761,319186
762185,888950
275298,343864
665008,1063126
400208,976930
632678,976632
236811,996871
360261,430604
346432,600178
81075,1144997
226876,756430
42401,507080
853212,1104195
128720,744066
41684,312404
531554,580560
5217,890831
765269,862168
741056,1005950
1110729,1182336
14555,1210021
277660,1205323
297060,636236
612464,942761
779845,902546
252678,1153515
622512,1110648
480511,1026526
852512,1084162
280892,1182226
559867,712798
311850,1170343
626002,1182649
349728,630060
435658,580372
178833,1141234
231316,729774
160757,880242
607930,1121729
311112,924081
406352,1007669
744386,1127280
556188,845328
196872,241956
69917,550863
871202,1200313
71672,846642
44048,1207278
643438,706524
602914,923715
641949,912019
787389,867692
298479,398423
375104,725313
189003,999365
841545,1220529
1013010,1188389
210968,985404
808430,830422
52089,537817
269179,886073
311850,936596
348310,840632
495618,929198
881014,1214952
144066,450534
507422,1018480
256363,690247
9016,311850
817272,1191260
695369,1160462
441260,1144154
369961,462455
20530,569051
417572,507637
307658,1212083
418280,664263
731201,1179589
1027841,1181149
230645,329992
145643,301418
679667,712798
125753,1053073
96891,319838
292332,687953
99719,517549
971022,1218567
412911,595720
67839,246994
332021,830930
105459,1127517
698133,839821
469432,1049230
271955,651055
439077,1055899
493007,569051
598264,656760
592121,695778
199392,1005074
19363,414489
218329,1139253
516338,1005950
280892,528341
880242,1069348
200198,1127711
5338,881014
87598,492450
73255,415275
406905,928300
380438,841809
180669,930988
538147,1088581
92463,619153
73151,220829
396114,629965
345402,1036690
216185,241412
418789,598609
608748,652372
59854,637354
413584,538418
840865,949600
63489,890219
108803,971022
37460,44031
183836,1139253
366740,608748
1109390,1218567
567963,902568
1080427,1189768
336326,392633
168523,1174961
35802,1010774
857638,1069348
132622,797865
663463,1086433
200914,911446
840865,1005950
353083,697865
77609,406352
177485,194845
533972,961304
764224,792271
13777,147381
425160,723261
126681,933957
238663,805496
375154,1160737
869077,1155849
594468,889512
99258,605098
503018,999320
605098,1155849
20282,855476
26468,313468
869077,1188279
605098,1188279
829848,1060539
99258,857638
990949,1202236
448786,1180615
640306,832970
128825,606842
569878,578575
776686,965826
76617,1083209
753887,923372
610474,969343
99258,871759
640334,697481
622085,941106
539005,543560
519190,1036783
99035,942613
185730,920341
1186289,1214887
356044,370167
878708,1041786
625938,1165941
64373,1013946
606987,1163520
223428,848576
71743,343149
762799,1106509
503818,1220529
289385,775868
565781,1216611
617298,683141
1005950,1141234
64135,158766
522349,1204247
218329,987199
165007,1053870
50238,528344
451865,1121543
482156,1037547
78368,727479
571471,632678
98489,739285
106661,658203
1160737,1180615
183715,413707
695349,824532
247651,1001944
120605,618353
370167,1127280
946974,963968
161055,215223
5217,888363
628213,1070322
16637,181889
538701,762238
20530,377480
282810,463974
563435,1108363
434374,878708
60622,774222
441194,731072
506437,637144
403961,595864
47941,48227
813233,1163956
462730,800921
280137,812975
78596,1170343
234549,702741
821201,1010640
183836,987199
721399,1087407
217167,849169
465292,904582
844754,1223112
61360,580240
356044,506437
275298,1198989
585913,838239
38665,375154
172216,443797
251750,938781
303589,338408
846230,887015
297066,486038
425160,949600
956368,1145344
765701,1127711
612433,744386
848546,971022
1142870,1219992
261574,1198989
226500,649298
653168,1041786
1069348,1218567
302155,1084749
448786,1214952
343864,571471
78596,936596
348310,975105
908419,912837
829850,955537
517983,1208435
301409,653168
807548,811472
358017,453672
418025,459475
184851,896265
394021,618892
683141,1093267
431892,860938
298479,971022
463209,1197933
595716,1100387
343864,846642
352399,495729
698210,927963
425160,1005950
220829,1216611
227761,371491
30650,67977
707264,1165356
363053,717548
273403,515172
592549,901116
280069,841059
321251,988244
716244,1006876
507080,621640
507637,1012759
225419,591235
16666,87086
343864,765701
147580,1153063
261574,807548
197961,920268
486836,812201
591235,608062
163239,1192651
839821,988841
207000,750502
878080,892415
80367,571884
550683,661539
160945,593823
140611,556272
252678,571471
728794,1026526
1160737,1214952
837123,1098612
20484,351685
15783,86193
894193,1101544
91444,1045437
238410,807548
252678,846642
24066,423655
386805,954476
339296,1204771
309838,634238
605098,811472
175347,366740
11642,1211907
24879,203244
525270,791724
407993,600741
437403,1069348
1165529,1180615
823803,839281
323512,631653
15598,809344
275668,607588
430390,944400
76644,773674
44094,207000
44094,1151600
96595,166002
495499,1165829
160757,869077
9908,99681
1048555,1194625
178833,310517
226670,435828
362044,1200065
147580,989787
175347,215223
747909,1124308
257944,707862
508444,1065902
71672,723261
334932,837325
323855,647052
261574,1018477
955200,1081864
141503,397364
695299,1053870
42392,826569
1109649,1145948
179831,209615
45022,231316
269864,758422
906707,984141
424758,915767
647232,1022004
79195,1051936
300147,1059128
42401,628213
803684,1052464
238410,1018477
6736,348149
215223,451182
14560,665691
578575,1127280
869077,1153515
200939,460789
184006,1197063
542907,1063645
791724,988841
207000,569051
912327,980952
197961,427378
871759,1109390
270340,369189
336134,692953
532662,1002333
26932,605098
81075,1177618
71672,161055
26932,857638
216108,402246
451182,741056
525270,605951
555407,840632
304586,1008434
126635,304586
774371,1047714
621300,762247
475082,887032
85149,408776
508989,941164
741056,870489
26932,871759
418170,943699
73432,987922
151614,167103
5974,566915
343864,394021
480238,596487
390229,747065
169616,575071
439539,976632
676382,1108052
5397,298879
569051,1198989
270417,618892
508274,809731
1032099,1207150
718167,756061
286144,848546
417572,516338
905581,955866
925007,1002122
71672,949600
754015,959614
1195605,1199203
1173550,1175741
310517,1127711
44094,233766
312884,857638
867702,916669
519222,884883
33822,727440
286657,372458
485193,975781
17293,975999
26932,218329
784236,1146795
869535,1110853
220952,975781
328181,539005
652372,1151600
792054,971843
52208,1079182
63351,1073700
134416,1034677
801752,846625
802690,1073700
312884,871759
71672,1005950
267346,883277
268240,533084
277660,1153515
39958,667040
1155849,1182226
252678,394021
38665,647052
45755,1145112
456274,1080946
331140,585490
6673,517169
213711,328667
376435,418025
394431,623596
81075,509746
353187,1176803
554913,677356
36611,718429
412911,703939
27744,1063126
233766,252678
375154,448786
97678,429726
503953,918553
518190,656186
533003,626140
924238,1172526
434260,1162130
184941,652372
275298,1188279
343864,756951
67939,689059
459475,525270
245039,1208619
261574,1155849
153528,203961
60511,1125404
811472,848546
261574,1188279
319186,1176511
300300,795557
461360,935001
541098,923715
602473,677071
30065,1112148
134825,1001572
168372,439539
1025070,1129427
79295,124967
593619,960122
605951,1062170
423220,479571
570057,1101390
611004,877886
976632,1012759
238410,1155849
210968,1122699
840865,870489
937548,1090012
418808,906777
144226,248029
294351,404181
834424,1104885
147580,821331
238410,1188279
162236,453498
570953,604688
566353,1181431
530009,905997
413226,564645
898641,1059233
207000,377480
802350,836558
238302,1208344
207348,245194
916271,1071139
648810,655689
861032,1136681
477453,1191153
323855,1165529
11110,43662
21372,773013
432899,1197933
49070,281801
491207,517587
279365,668688
719439,1149324
415101,528341
4481,278946
199289,1000227
237094,1214858
375154,1218567
91843,693974
692712,736410
953845,1053992
641949,1085261
7325,1089225
602914,915693
749384,995054
280892,605098
367790,853280
38665,406352
1131247,1160034
709540,756858
280892,857638
524906,562132
585490,976632
165007,518190
328181,826955
63522,148527
66188,451360
741056,1180615
42887,223833
903329,930019
317339,434374
417572,1182226
717267,1089716
588816,637436
659907,977596
97678,1046485
280892,871759
441494,1051450
155574,735519
152026,698222
993806,1051455
304971,403356
559226,770124
252678,723261
301925,425303
555407,975105
161900,349306
209615,1050095
1063027,1193203
465430,997325
56896,1041786
16391,1210732
98067,648804
345732,591235
511691,745474
7610,492156
188765,298498
571781,593235
228690,912019
113801,595167
371686,980605
885430,1095687
151009,402314
504869,1109390
218329,366740
564717,589987
300302,1028923
756951,1165529
10839,206368
108803,1109390
16666,1023233
193005,1042287
145451,304448
589652,648930
176980,351229
685013,1113473
176531,659435
20530,1127720
178833,277660
369335,651718
543560,731919
213079,723772
298479,375154
336612,417277
82915,267914
417572,528341
53937,1048156
1084899,1218381
57754,98640
168501,1202643
554472,1198989
516338,1180615
183836,366740
871759,881014
433713,681232
801919,996672
425160,870489
101356,1082029
679264,683312
888363,890831
443797,944400
380179,657092
275298,811472
165007,707777
56896,281751
493007,1127720
382620,938115
634742,971022
30988,522504
708058,835660
292148,330736
354484,1007725
73104,910608
1040604,1163921
381929,668257
625234,659907
298437,1107473
261574,811472
356044,569878
38665,1165529
155146,728870
111845,237142
161055,280892
954571,989183
640198,786569
18465,950666
190596,1104000
656186,791724
160757,750502
234549,1112279
492156,652372
189505,250446
394812,1052180
713193,1176268
758785,816041
227687,817190
312884,1069348
343189,560464
300302,1063126
463974,683141
169708,196511
440547,688447
107750,800565
228973,545479
569051,1188279
20530,160757
646072,1146764
213152,429160
249119,740299
252678,949600
418025,1062170
26511,127238
428259,766807
394021,1151600
11642,874645
62786,857058
533412,951857
474556,1035208
524419,578930
141485,281751
273403,565781
302522,641136
376435,1101685
512974,754384
24359,103769
1054227,1076619
466713,480136
126340,397610
505776,1021231
45022,343589
703299,955395
448786,608748
83070,188095
95748,406029
252678,1005950
364929,862630
3772,151388
281751,653168
345732,595720
67839,665957
938115,977627
390640,461360
182333,428100
277660,571471
960252,989787
673258,948991
579374,732934
595386,923911
149343,476996
150812,823120
398423,1069348
682944,948996
6223,146920
518190,1093267
516338,1214952
542148,1111921
750502,1069348
594635,747909
13583,204971
317339,977442
214532,751910
877655,1065425
654082,1059233
361863,1058126
184941,238410
277660,765701
376558,498404
238410,1153515
848546,1109390
451182,971022
366740,554472
76478,1056398
700733,1055031
77609,880242
147580,432899
774532,957730
878708,1144370
794168,1123963
1067078,1092359
310517,711334
1022691,1034577
249012,1163520
298479,1109390
160757,569051
773369,922697
76347,285947
191054,1034677
64135,255873
113929,1169561
81461,1066918
204767,549167
1012759,1109390
198396,262983
269179,565083
452030,858633
34003,847480
59550,519765
143286,846689
27744,300302
175347,280892
902500,972557
434374,777397
161055,976632
620666,1104425
377480,425160
225098,808785
200198,632678
695299,707777
1097112,1126133
475157,781142
78790,773674
858018,1182889
596474,1077215
197961,614578
293290,953811
44536,199778
985174,1217144
29191,564356
45876,476848
548585,848546
236373,846398
428946,534715
425160,1180615
96475,259215
242908,404709
979676,1127280
468411,864755
323855,492156
751565,775205
347110,491469
500477,638044
363284,656551
200198,741056
296697,763737
195804,612433
183059,265196
1160441,1217094
108803,406352
39611,431148
136272,673513
532649,593023
101356,549167
366740,1198989
315810,1144855
128184,877624
128596,143279
569051,811472
71672,870489
552094,1070696
126246,207367
769399,840632
24066,268088
112480,560624
229377,442795
114869,959150
788693,959772
651189,774492
1039843,1148708
315503,800462
201688,773585
715645,829176
279756,1200166
387344,668261
168501,376435
229948,760011
118072,382633
95056,1082162
328687,1050405
112488,660249
144066,865740
872072,1122699
584871,1168566
44094,183836
320499,1001341
504869,881014
281271,815917
753011,1160648
291279,382893
115720,1057370
426403,1146955
1042644,1131228
430403,553443
1003826,1218803
495377,855022
437403,632678
604625,626930
108803,881014
205251,492934
277660,394021
446564,805431
34003,932340
17565,595720
470410,536780
464500,800640
155574,556272
44094,807548
499694,628417
71183,1033363
840485,1052477
98489,494564
753549,813048
228925,1214038
826955,920879
338532,377604
901500,1051237
330326,1167515
518709,1047846
757204,1045627
124888,1201250
22152,220923
343666,899655
364172,570059
605011,1122812
296697,985404
317033,1200313
61109,623927
175347,976632
372417,601698
408776,962676
334712,1061399
160757,377480
830443,1127280
1070333,1177756
366409,963653
917594,1019611
348785,565844
237230,1081968
726294,791724
28688,641775
471030,668436
420401,651191
206865,665957
934117,975667
697431,1217497
67839,1014258
484022,728836
35462,62380
846642,1127720
397528,1145009
321430,389844
376346,612433
207000,1127720
168372,183836
165293,878647
519765,780321
711334,1205323
218329,848546
439539,451182
498406,504180
71665,389610
44094,1018477
89202,384548
454300,753861
855561,1047595
304436,400005
619043,951206
399258,914255
328687,802350
634318,792386
277660,756951
298479,406352
270417,439539
225422,600291
485193,504103
220952,504103
200198,398423
541219,801068
63351,617298
352051,1005851
843952,862722
373115,630008
168372,1205323
148243,214532
99258,215223
183836,848546
448665,693281
20530,38665
134805,1123124
49425,1193601
342772,567454
358542,726818
33972,461829
184509,362352
17565,475157
165007,896453
905126,991101
645411,1170390
493007,585490
285655,838349
372411,806739
308421,996289
580802,811030
487197,1013475
134189,487879
191433,229941
179831,1025764
116100,1198801
71672,1180615
287625,454300
848546,881014
127962,1100223
427378,741613
652372,807548
238410,571471
5217,140953
200198,437403
598545,752072
956228,1185642
306413,884118
331140,618892
128346,862144
525270,656186
222303,887616
48555,1062388
238410,846642
415101,605098
541168,943816
541098,915693
139553,741613
384894,1143537
147580,1079486
464615,1031385
300147,310482
418789,660310
16666,914725
157192,561980
237353,1122131
618892,1069348
519212,910884
415101,857638
869077,949600
649092,1212514
432114,1003103
564186,667025
605098,949600
80367,1072674
207348,1003757
901448,1002325
723261,857638
741613,920268
769399,975105
726294,1062170
415101,871759
20371,537591
539005,731919
46854,763596
1005950,1069348
503450,1213858
20530,1007669
723261,871759
77609,869077
269359,1199587
191425,768283
280497,399873
133048,1174388
869077,1005950
228647,248048
537410,974521
605098,1005950
292231,751910
121666,292789
388101,413582
296177,1135192
783786,1046297
873845,1130441
406352,439539
140953,454300
554472,811472
7610,1205323
52712,1071795
214338,217035
172216,944400
493007,1007669
169842,750242
63998,448490
559030,1184930
80367,1127280
406352,492156
335623,910810
127025,725908
281479,736995
652372,1018477
20371,608062
314384,597810
453267,845051
870489,1165529
887426,895258
469482,1122000
231098,845250
596073,1041786
392030,866227
77348,928819
202775,629855
24066,659907
278021,543560
71672,1214952
173973,1128335
252678,870489
755565,1074054
162587,679667
721149,892876
991689,1131077
47732,930700
129977,483949
417572,605098
461251,1033238
345732,703939
917810,1049979
527144,564059
517587,532569
559720,1210185
44094,1155849
281674,678321
238578,902790
279460,676447
643004,1219561
44094,1188279
638552,716913
5338,312884
576005,707948
1020,997392
43547,765044
532285,552349
756951,880242
340616,726743
620707,706115
467750,778767
536295,838110
736497,762776
184941,339274
5338,168372
636979,820993
349983,1115510
143588,1116024
53235,1042710
695299,896453
33982,339620
73151,469002
2351,914019
368293,424535
206865,1014258
311850,1200313
484022,1054506
541432,890387
21781,637308
386696,507287
945039,1150644
99258,425160
229245,823412
182972,373552
310517,741056
935362,1013787
131902,742662
60194,757672
417704,420057
175489,360521
38665,880242
238410,394021
411826,561975
445013,890831
697695,954694
323095,1035512
454300,569324
150940,378178
647052,652372
62729,463209
118891,642369
169557,637804
371069,1101687
987199,1012759
377480,976632
612988,1127280
515351,637354
544511,841545
1018477,1165529
753861,890831
374893,1181296
550863,971483
849027,1181748
461586,721360
494588,607964
144672,650974
87590,365455
63351,698133
286144,507637
38035,1144413
169099,416196
88381,709422
479984,884658
168601,340105
77609,312884
349610,999358
433146,1065171
608748,848546
450746,709796
967788,1170059
485193,918553
60000,76618
220952,918553
23508,152887
26932,215223
216058,819563
333506,694667
507637,971022
234930,751704
652372,1155849
148661,1101041
598609,800462
485275,1109806
663131,1098534
370167,744386
484655,893371
5338,331140
27069,200568
652372,1188279
443559,1085261
527480,683311
506416,1063126
8139,389333
379126,642369
489248,897721
803339,1124788
456854,571884
702780,1060663
511934,1060061
12164,905126
667743,760011
880929,965885
327960,550209
451182,1109390
289385,1050405
394021,807548
106380,141485
424578,881523
604055,908205
335140,1010225
366740,811472
80657,564975
55273,366417
70690,672248
813521,930312
92319,1166101
375154,417572
213152,1005333
459475,791724
311166,1197750
251316,840400
525270,1093267
626847,1095265
522442,953650
587425,921087
150031,515875
359372,1134689
475614,570872
79674,851124
203377,823803
15859,320911
337021,995054
675855,1108864
509746,1159680
52942,1139321
204551,1101685
398423,632678
210968,637144
21948,780321
68827,773906
161056,1002605
978948,1145547
393206,637172
470706,782059
200409,852557
791118,1046194
80320,795783
380179,1215574
1028923,1063126
238410,723261
796430,993076
310517,398423
319779,778910
710091,1013640
496469,945493
53913,701587
279977,503033
772930,890387
164496,206271
394021,1018477
1093267,1202643
616060,1132141
364829,959990
811050,1094449
884166,1170276
765701,971022
7610,77609
156631,303469
161055,451182
160757,1127720
965533,1005742
448786,554472
748938,918700
218329,252678
378339,393584
757923,1182125
350554,643749
362044,1194625
44094,1153515
675804,838510
93684,316642
663131,1023233
77032,860560
299029,694074
752068,772880
67545,219659
338444,912535
310517,437403
387739,1120102
770632,800869
571471,881014
526445,964387
5338,1012759
412590,988850
323855,869077
459475,605951
426599,696828
450481,680024
51476,724126
846642,1007669
116867,418819
218364,687765
43524,1139375
315124,485193
515172,980726
862812,1098508
207000,1007669
425160,608748
1127711,1127720
656620,1082577
84548,105584
183836,252678
156631,667420
3163,60921
26059,840980
278021,1155623
448786,634742
411788,1008884
988841,1084205
715172,1032184
339274,528341
184941,634742
171417,1106538
445013,888363
1016882,1147862
418692,705696
726211,809652
506437,694767
503028,899616
459475,1062170
261574,949600
148056,612433
606842,952117
37430,626892
215223,277660
148107,464877
753861,888363
448786,840865
32478,918748
146850,1220529
282810,418025
1029538,1035350
184941,840865
275298,1005950
491490,798718
78407,694266
918625,924704
74070,1183497
486190,1110802
578575,744386
519859,1076874
417572,1139253
80367,296697
874721,1174519
707944,742356
261574,1005950
108848,109025
238410,949600
437403,504869
927699,1220816
941902,1183671
26932,425160
477457,741747
960252,1079486
933860,1108418
247378,1064803
168372,1153515
1052370,1115039
249305,303469
755339,836558
75394,298491
140953,279859
530331,1025709
703259,1215574
151162,995054
448786,1198989
681522,1163347
238410,1005950
144855,1012723
366740,448786
76777,285696
756951,869077
83425,86275
621886,935700
281479,492567
98916,334900
848184,959150
99258,280892
229658,555174
244133,1041786
71672,175347
165156,568038
270417,1205323
869077,870489
38665,71672
316061,658330
605098,870489
60737,633803
351326,761892
472649,774853
77609,1012759
537817,905614
448131,957434
312884,425160
136903,355075
178833,632678
175347,451182
249305,667420
331140,1151600
91432,319550
540373,1221269
78596,591235
579374,626577
652372,1153515
233766,528341
24066,640500
73675,604173
5630,298066
633433,1017546
38665,869077
235344,804771
643452,1072637
594635,693230
628213,944400
452126,1137598
408776,1097340
77609,569051
394021,1155849
99258,504869
239120,601032
560826,716359
178833,741056
9016,20371
394021,1188279
434022,924738
5938,871192
499327,1093677
881014,1160737
224610,759510
205344,340428
158766,255873
524292,579058
431066,807917
338512,1136617
343678,1064076
637338,1000338
104571,1112491
12436,554669
739807,829547
398423,425160
148959,840400
417572,987199
507416,598889
363238,602949
510288,997569
674323,705346
77341,183272
811569,834371
956934,1049230
290359,944654
343864,618892
451182,881014
336669,1140671
707777,1101685
677664,690298
839821,920879
425115,1210541
59375,678025
54436,770170
311580,433924
538382,1193455
289915,446834
275298,493007
228848,331130
585490,1141234
348310,439649
612511,874643
458732,696983
894495,1067690
406352,1205323
279444,613607
67839,871202
683301,721048
88044,688418
261574,493007
746813,821970
8827,1030793
753278,980647
790606,809780
153798,933936
807548,1180615
411157,460903
609918,928938
15038,614829
757332,935670
823878,1147038
160757,298479
492156,634742
870788,1081061
494306,1001761
71672,608748
264242,950331
71773,1037531
427882,773013
543560,839821
99258,976632
331140,439539
732813,1182886
627911,1218696
54401,455646
286144,516338
797506,846689
492156,840865
823803,977442
120940,408368
760646,1070211
72320,1195528
7970,508617
298479,880242
95767,235135
569051,1005950
329669,806666
1165529,1198989
632678,857638
227255,949221
83715,662532
225419,783786
175261,1009648
252104,1113655
466671,573557
218902,1111182
426768,720694
170725,1050313
418025,539005
949600,1151600
92857,1118724
639530,784950
285111,928172
174715,1097030
186737,375163
147259,353078
618892,632678
741204,825727
870489,880242
184941,848546
632678,871759
288499,1039523
161055,178833
525270,984141
227462,1001727
869077,1180615
605098,1180615
128341,692730
645411,1194611
637144,749384
45876,140611
151611,764755
451162,1001436
736423,1108174
44094,846642
246386,700685
106121,189145
282810,1101685
543148,699232
5338,184941
491207,882648
327240,840400
730413,1106781
656186,1093267
56889,433639
32964,471684
1134633,1193171
154403,272065
283619,1003170
178833,398423
920879,1101685
85738,339920
501037,613411
77609,377480
22206,147633
807548,1214952
1153063,1197933
550905,609051
215223,1069348
218235,1160787
457863,759931
106721,379233
954906,1012003
538868,1219683
282888,301398
275200,540152
266127,501127
293605,1181267
372900,419846
600446,772297
339620,751910
855248,1146404
383406,878708
377480,415101
267821,1011263
164901,1055205
258924,967768
296009,413297
868410,995965
46380,837360
178833,437403
549167,751910
316958,704250
606987,1200313
428253,543560
1042813,1121700
9985,536482
665678,767953
502296,519989
91015,434621
561080,804174
711334,765701
733113,1118989
20371,311850
408201,848601
439649,769399
160757,585490
367007,481454
153351,237347
26932,280892
97678,951273
24964,969764
168372,571471
448786,1160737
544199,1144310
407598,1206298
184941,1160737
562369,939238
200198,1109390
788693,972210
274385,676088
323855,750502
149494,538195
512664,1167270
605098,1214952
140611,476848
525270,802690
223013,1153666
410604,976869
971022,1139253
560849,1144457
585483,1203102
184997,1119675
225419,412911
168372,765701
55008,739285
544511,935001
320957,675915
77609,184941
298498,933048
1043196,1210783
136980,576965
192940,370832
471316,601399
418025,826955
286144,1182226
774053,1136226
56896,596073
377480,451182
652372,846642
548392,801958
195804,1186085
218329,507637
295609,471486
341519,704567
264370,1208748
502043,796645
663131,914725
78790,315503
160757,1007669
431995,1043818
1012723,1035512
217083,920518
133837,271833
20759,75097
45244,1034677
204551,1002305
861445,1164001
386722,1104279
401581,697178
399421,745340
656655,714360
222540,1069956
445902,885804
733104,1145693
214919,459643
1025764,1034677
600291,977945
312884,504869
281751,674226
14346,1219715
183836,507637
596832,1050435
358225,813240
141485,596073
29681,930421
871759,1127711
338195,448850
586556,763311
492156,848546
654403,1131819
1070949,1124468
189570,349701
152026,833671
7610,765701
588160,1218843
255090,1036356
256263,522808
11642,445013
261574,870489
137507,317339
800462,805337
791880,827676
811472,1182226
362879,808393
420498,501091
245795,848303
26932,976632
635779,1095245
412944,456164
619953,1047034
471539,1184861
921093,1162182
372017,1209940
509846,716341
252678,608748
38665,750502
160845,693686
258532,785765
493812,776260
376435,683141
238410,870489
976700,1136821
104977,611004
398423,504869
370387,730340
496621,550855
746476,863868
165244,185334
632678,1069348
516338,554472
691070,1198833
343657,787735
659225,981105
156938,767332
47254,382620
169927,539431
149555,1182509
54718,517424
507637,647052
179831,1050095
17103,715029
741056,1198989
55008,162771
339274,605098
323044,791658
376346,1186085
448786,811472
467892,1142939
168372,394021
1216994,1217285
86307,353571
339274,857638
179831,952939
306869,756475
774151,862045
113462,876869
240863,990741
76088,479440
516338,634742
136980,895251
910558,982394
170984,875946
172554,179831
339204,476032
492156,1160737
449148,603031
339274,871759
48373,359929
1188279,1214952
71672,286144
1069348,1139253
1035735,1166293
667991,1211907
694599,792745
328805,825076
270417,1153515
75394,332080
226916,1055933
321870,1143853
30555,1132599
516338,840865
146355,751421
490905,1139820
17413,923771
340328,1214234
155574,785518
906707,920879
650644,941467
144855,773369
117184,472516
711334,756951
871202,1170343
881014,1218567
1009120,1070239
536385,651055
443099,757252
555364,1123071
995054,1127280
871759,1012759
236952,360069
44094,723261
38665,569051
549041,1135511
88634,747515
368149,407610
277660,323855
82207,1060841
803888,852791
108803,312884
168501,707777
639869,804876
7876,657092
1154908,1218223
871202,936596
923903,1097861
897123,1001047
233766,605098
168372,756951
63351,427882
147900,751711
81075,889119
233766,857638
132431,178978
855418,929527
23957,553204
375154,652372
31550,415287
630060,1190538
282995,1048555
12164,427463
323855,377480
499993,1200497
363539,601993
85149,665008
428253,1155623
275298,1180615
233766,871759
328181,428253
737285,891119
200198,881014
69903,545399
343864,1151600
11642,62729
576514,980963
840865,1198989
148056,831205
656186,984141
823362,979738
261574,1180615
282810,906707
591235,665957
183123,1063964
244133,823803
78596,703939
44094,161055
278021,731919
296697,749384
149263,970401
224884,567091
89700,335816
222993,589814
434132,1097260
539005,839821
715637,1208042
300227,516542
707777,1002305
633469,758893
340297,794112
837923,1018653
92959,431454
225422,1191260
67839,537591
280892,976632
634742,880242
781142,1195748
805337,832970
238410,1180615
222736,1091885
108297,455186
605951,988841
452863,824870
475157,1163520
253829,810509
60734,890831
277660,618892
421591,930312
425160,554472
499511,865474
328269,1145877
680386,711426
146415,577137
439539,857638
181167,301398
276761,684471
813374,1091371
9989,901869
1059384,1068890
491207,550863
104595,207461
384351,1069104
872585,1215270
44094,949600
117209,1157979
210491,1134078
379166,571789
867593,1052955
439539,871759
244133,1144370
569324,667991
411911,868405
67797,686683
7610,756951
67839,608062
506497,1016467
787342,1180194
331140,807548
348310,716113
826955,1093267
652372,723261
44094,1005950
913527,1200174
674046,906603
709544,1153693
114765,1046005
310517,1109390
108803,331140
25753,1074384
40602,1047967
456854,1127280
437403,881014
99258,415101
275298,1214952
665957,781142
207032,807772
292976,774978
440111,715341
345732,412911
988841,1002305
415101,425160
396446,747129
784700,941652
507637,1165529
165007,1073700
491793,1009599
261574,1214952
298479,312884
180669,451162
292712,1084785
656186,802690
168833,419655
71672,343864
412911,606987
152026,960252
539221,623313
730826,923863
728836,777209
271457,518338
326205,873531
223137,882886
38665,377480
921144,1030146
149684,416845
53670,75065
40762,1174535
220952,503953
186737,643922
140154,875693
240110,1044386
388271,1126223
151162,370167
857908,1170708
425160,1198989
802972,1036328
20530,492156
390628,584024
518103,597680
203637,234549
243848,595520
48724,144882
331140,1018477
277997,1214884
759646,1070211
313774,326665
1084205,1151303
184941,1218567
620920,1178076
40837,909067
706325,806447
343838,805302
958046,1133833
80367,744386
278909,980115
269620,1129145
940387,1207549
77609,160757
828192,1182746
99258,451182
21372,839821
641884,813521
548585,1182226
569878,995054
28625,909144
777350,980157
77785,194352
1074868,1124259
362206,466098
646157,1098164
351332,998392
672501,1152919
652372,949600
463974,1053870
646275,1064800
303469,747909
178337,221789
204962,632147
20371,246994
680732,841545
451254,1197837
504869,1012759
538418,817272
286144,548585
777508,913738
163673,820609
85149,783266
383406,1042017
239216,506062
366740,493007
312519,978925
270417,571471
569051,1180615
652372,1005950
1160737,1218567
285364,819444
149888,927850
693686,793759
108803,1012759
102542,854077
382904,965403
573667,852973
149429,844517
241648,760554
270417,846642
200611,422630
377480,1141234
283963,947602
710468,1163558
453524,953441
296697,637144
418025,988841
